User_ID,Revenue_2024,Revenue_2023
7530,459,387
7531,327,366
7532,454,81
7533,298,300
7534,458,332
7535,419,239
7536,88,47
7537,373,140
7538,234,24
7539,224,91
7540,447,430
7541,409,202
7542,89,90
7543,66,97
7544,257,121
7545,36,432
7546,310,419
7547,120,182
7548,115,110
7549,475,301
7550,197,213
7551,212,367
7552,500,23
7553,283,101
7554,236,132
7555,22,293
7556,80,123
7557,322,163
7558,295,330
7559,71,143
7560,319,403
7561,236,234
7562,261,203
7563,478,175
7564,169,331
7565,464,485
7566,299,391
7567,354,279
7568,361,105
7569,41,465
7570,255,292
7571,356,453
7572,46,268
7573,330,387
7574,496,123
7575,111,179
7576,362,423
7577,224,256
7578,478,43
7579,297,139
7580,325,481
7581,436,88
7582,308,237
7583,349,192
7584,241,103
7585,401,83
7586,162,298
7587,487,332
7588,48,367
7589,202,295
7590,284,308
7591,494,112
7592,46,472
7593,400,371
7594,102,389
7595,288,98
7596,458,194
7597,41,312
7598,359,437
7599,326,278
7600,338,273
7601,215,39
7602,152,321
7603,141,484
7604,138,153
7605,127,402
7606,496,433
7607,427,367
7608,395,315
7609,167,472
7610,481,459
7611,45,494
7612,344,31
7613,385,63
7614,340,467
7615,65,207
7616,392,167
7617,341,146
7618,140,89
7619,96,247
7620,63,295
7621,140,384
7622,397,77
7623,224,339
7624,359,24
7625,417,415
7626,78,202
7627,27,212
7628,360,239
7629,252,488
7630,187,204
7631,361,178
7632,405,317
7633,190,228
7634,107,91
7635,103,424
7636,179,473
7637,183,286
7638,422,79
7639,204,385
7640,54,409
7641,199,42
7642,59,83
7643,65,368
7644,34,360
7645,290,283
7646,100,131
7647,233,329
7648,456,258
7649,117,155
7650,171,238
7651,181,306
7652,336,336
7653,65,324
7654,153,97
7655,362,387
7656,349,378
7657,333,495
7658,124,362
7659,367,157
7660,446,410
7661,495,279
7662,425,379
7663,325,192
7664,354,352
7665,296,327
7666,171,63
7667,216,334
7668,336,243
7669,44,464
7670,427,395
7671,95,410
7672,472,155
7673,251,324
7674,208,112
7675,495,385
7676,154,25
7677,354,239
7678,28,286
7679,218,374
7680,313,431
7681,166,438
7682,421,226
7683,36,82
7684,274,82
7685,361,25
7686,186,442
7687,150,336
7688,142,464
7689,338,91
7690,118,68
7691,363,32
7692,260,143
7693,458,130
7694,109,170
7695,21,445
7696,25,316
7697,109,131
7698,45,269
7699,203,422
7700,52,261
7701,430,435
7702,344,303
7703,296,151
7704,200,349
7705,380,336
7706,229,400
7707,156,496
7708,109,243
7709,61,331
7710,241,244
7711,198,482
7712,197,42
7713,347,331
7714,339,79
7715,395,48
7716,223,308
7717,337,315
7718,481,270
7719,174,164
7720,70,113
7721,156,336
7722,119,390
7723,364,454
7724,215,48
7725,416,71
7726,344,297
7727,376,269
7728,74,38
7729,149,226
7730,419,485
7731,426,45
7732,79,125
7733,84,450
7734,140,412
7735,203,448
7736,454,473
7737,456,324
7738,185,258
7739,240,341
7740,138,146
7741,221,92
7742,172,378
7743,247,229
7744,323,45
7745,496,210
7746,299,355
7747,302,393
7748,442,287
7749,177,119
7750,170,289
7751,383,204
7752,446,105
7753,475,185
7754,236,74
7755,233,324
7756,233,347
7757,211,171
7758,402,314
7759,410,493
7760,452,399
7761,338,474
7762,109,38
7763,23,201
7764,320,191
7765,434,436
7766,494,497
7767,101,193
7768,374,477
7769,447,153
7770,107,340
7771,432,201
7772,263,324
7773,328,391
7774,270,231
7775,493,258
7776,149,124
7777,146,273
7778,483,337
7779,354,450
7780,203,52
7781,140,489
7782,330,61
7783,166,289
7784,492,402
7785,167,402
7786,135,140
7787,98,491
7788,443,391
7789,280,153
7790,191,392
7791,106,89
7792,450,278
7793,499,55
7794,51,145
7795,448,367
7796,183,278
7797,273,482
7798,126,465
7799,90,92
7800,110,287
7801,352,229
7802,287,322
7803,434,154
7804,317,239
7805,364,456
7806,433,116
7807,437,186
7808,162,265
7809,282,411
7810,358,183
7811,289,161
7812,375,357
7813,343,95
7814,175,233
7815,461,444
7816,279,436
7817,367,453
7818,116,411
7819,251,319
7820,58,217
7821,392,79
7822,445,335
7823,24,148
7824,302,352
7825,490,45
7826,188,114
7827,473,266
7828,25,415
7829,183,472
7830,467,485
7831,98,300
7832,170,387
7833,243,131
7834,249,61
7835,172,309
7836,91,85
7837,321,311
7838,20,432
7839,313,477
7840,417,50
7841,422,191
7842,201,318
7843,64,223
7844,352,364
7845,201,462
7846,99,76
7847,219,274
7848,381,477
7849,488,322
7850,380,498
7851,212,150
7852,239,312
7853,433,214
7854,141,154
7855,85,284
7856,33,286
7857,463,336
7858,339,404
7859,456,313
7860,308,272
7861,339,339
7862,339,270
7863,494,104
7864,414,119
7865,433,253
7866,240,399
7867,121,199
7868,90,370
7869,326,449
7870,380,136
7871,169,107
7872,165,478
7873,126,411
7874,338,465
7875,90,430
7876,402,257
7877,373,258
7878,24,438
7879,202,381
7880,202,229
7881,135,50
7882,423,422
7883,320,33
7884,329,48
7885,349,27
7886,298,286
7887,385,446
7888,337,368
7889,282,43
7890,217,29
7891,469,259
7892,398,149
7893,364,419
7894,385,406
7895,407,123
7896,126,435
7897,327,198
7898,441,241
7899,309,222
7900,473,169
7901,399,181
7902,292,146
7903,28,120
7904,475,123
7905,167,438
7906,25,236
7907,144,59
7908,277,128
7909,40,287
7910,283,82
7911,167,59
7912,276,442
7913,172,355
7914,465,394
7915,73,499
7916,467,80
7917,205,210
7918,189,486
7919,218,446
7920,223,381
7921,21,436
7922,52,338
7923,476,355
7924,361,163
7925,262,495
7926,394,437
7927,27,307
7928,132,29
7929,265,180
7930,298,481
7931,402,309
7932,121,309
7933,338,433
7934,172,131
7935,165,94
7936,256,85
7937,434,483
7938,293,321
7939,329,300
7940,361,427
7941,54,425
7942,209,325
7943,20,403
7944,359,307
7945,69,483
7946,119,239
7947,437,96
7948,480,68
7949,374,487
7950,417,284
7951,101,95
7952,57,38
7953,99,302
7954,373,252
7955,142,239
7956,488,37
7957,32,401
7958,126,431
7959,135,456
7960,229,252
7961,131,134
7962,374,356
7963,386,162
7964,157,419
7965,201,412
7966,166,229
7967,66,492
7968,85,393
7969,377,144
7970,179,445
7971,220,68
7972,38,127
7973,451,44
7974,219,168
7975,120,320
7976,37,266
7977,168,29
7978,71,372
7979,21,251
7980,328,350
7981,390,430
7982,337,46
7983,63,407
7984,411,499
7985,97,76
7986,463,292
7987,219,339
7988,446,448
7989,356,265
7990,243,264
7991,300,382
7992,101,47
7993,484,402
7994,478,173
7995,418,88
7996,362,437
7997,428,163
7998,267,485
7999,393,329
8000,386,379
8001,46,437
8002,301,311
8003,71,123
8004,40,296
8005,483,477
8006,164,216
8007,277,356
8008,433,132
8009,231,398
8010,499,20
8011,38,152
8012,192,386
8013,338,387
8014,403,226
8015,476,128
8016,56,233
8017,100,330
8018,307,456
8019,187,36
8020,482,176
8021,54,389
8022,486,473
8023,103,186
8024,355,140
8025,436,122
8026,320,311
8027,306,36
8028,49,305
8029,162,364
8030,85,404
8031,258,248
8032,214,135
8033,284,176
8034,288,198
8035,200,84
8036,99,106
8037,211,395
8038,210,454
8039,294,390
8040,241,215
8041,27,135
8042,112,371
8043,236,415
8044,206,193
8045,433,136
8046,314,261
8047,104,71
8048,341,148
8049,229,374
8050,251,157
8051,360,276
8052,339,95
8053,378,292
8054,369,331
8055,462,182
8056,307,134
8057,470,72
8058,276,336
8059,74,190
8060,494,267
8061,498,309
8062,176,69
8063,387,424
8064,483,166
8065,163,171
8066,186,227
8067,27,380
8068,88,157
8069,298,436
8070,387,80
8071,162,337
8072,81,163
8073,42,468
8074,101,141
8075,246,129
8076,302,469
8077,243,62
8078,162,469
8079,53,364
8080,58,171
8081,299,348
8082,304,197
8083,254,45
8084,216,79
8085,298,272
8086,482,386
8087,276,453
8088,224,63
8089,80,343
8090,367,164
8091,172,241
8092,277,330
8093,152,351
8094,122,418
8095,159,36
8096,103,204
8097,309,327
8098,59,238
8099,110,471
8100,322,173
8101,481,260
8102,272,330
8103,367,488
8104,215,329
8105,383,401
8106,45,409
8107,92,279
8108,180,421
8109,432,41
8110,254,223
8111,145,215
8112,62,288
8113,82,68
8114,32,47
8115,448,184
8116,408,350
8117,82,211
8118,58,296
8119,406,51
8120,312,130
8121,344,59
8122,301,388
8123,352,229
8124,360,317
8125,400,125
8126,101,278
8127,43,219
8128,412,56
8129,90,233
8130,188,253
8131,459,71
8132,50,163
8133,80,59
8134,225,218
8135,401,47
8136,332,371
8137,286,96
8138,188,429
8139,331,76
8140,357,57
8141,301,379
8142,101,93
8143,219,209
8144,308,256
8145,156,398
8146,32,71
8147,230,104
8148,96,65
8149,187,414
8150,440,161
8151,73,160
8152,313,89
8153,364,93
8154,132,311
8155,120,49
8156,148,54
8157,25,268
8158,176,241
8159,324,409
8160,109,108
8161,222,353
8162,435,114
8163,409,25
8164,404,273
8165,76,254
8166,338,90
8167,273,118
8168,395,377
8169,145,47
8170,466,295
8171,399,133
8172,455,174
8173,251,459
8174,405,256
8175,110,394
8176,369,397
8177,490,406
8178,141,489
8179,182,398
8180,120,355
8181,264,171
8182,482,48
8183,120,173
8184,175,194
8185,80,144
8186,67,433
8187,260,57
8188,403,143
8189,491,406
8190,172,422
8191,413,97
8192,409,489
8193,199,448
8194,199,194
8195,57,397
8196,246,278
8197,500,357
8198,479,487
8199,216,74
8200,176,190
8201,297,380
8202,139,361
8203,437,481
8204,490,82
8205,45,397
8206,359,473
8207,231,410
8208,90,112
8209,95,424
8210,184,468
8211,68,282
8212,85,258
8213,219,286
8214,261,117
8215,131,133
8216,372,338
8217,316,257
8218,400,248
8219,155,333
8220,26,460
8221,177,148
8222,171,254
8223,218,217
8224,215,367
8225,175,47
8226,425,301
8227,381,144
8228,314,143
8229,344,357
8230,444,167
8231,40,306
8232,355,291
8233,413,264
8234,425,303
8235,352,140
8236,361,241
8237,73,417
8238,364,186
8239,352,223
8240,347,355
8241,165,406
8242,353,218
8243,212,444
8244,406,480
8245,423,429
8246,82,387
8247,487,412
8248,409,278
8249,64,55
8250,116,488
8251,35,81
8252,176,216
8253,266,202
8254,154,324
8255,176,338
8256,72,248
8257,79,478
8258,439,156
8259,103,264
8260,279,238
8261,478,301
8262,233,21
8263,40,278
8264,366,400
8265,440,338
8266,44,218
8267,450,180
8268,417,217
8269,329,335
8270,43,177
8271,418,491
8272,85,463
8273,136,343
8274,266,322
8275,109,243
8276,143,56
8277,119,466
8278,101,140
8279,212,70
8280,341,461
8281,134,23
8282,434,201
8283,464,28
8284,327,57
8285,182,240
8286,248,490
8287,456,288
8288,465,62
8289,294,281
8290,188,465
8291,377,333
8292,243,224
8293,438,475
8294,449,369
8295,104,68
8296,212,122
8297,232,441
8298,500,409
8299,249,171
8300,228,127
8301,478,138
8302,239,499
8303,50,173
8304,214,394
8305,97,303
8306,74,220
8307,45,319
8308,245,346
8309,285,459
8310,56,333
8311,229,140
8312,487,81
8313,203,20
8314,284,197
8315,496,133
8316,223,438
8317,357,258
8318,131,34
8319,278,473
8320,242,264
8321,53,375
8322,208,261
8323,454,453
8324,438,463
8325,139,267
8326,410,310
8327,389,111
8328,485,193
8329,259,353
8330,421,320
8331,316,38
8332,351,272
8333,36,198
8334,308,454
8335,89,24
8336,401,198
8337,454,123
8338,236,192
8339,429,34
8340,181,495
8341,355,309
8342,85,356
8343,485,303
8344,301,72
8345,299,321
8346,91,365
8347,291,303
8348,27,125
8349,306,120
8350,481,344
8351,235,377
8352,442,157
8353,278,189
8354,258,146
8355,202,439
8356,83,182
8357,272,29
8358,229,69
8359,182,92
8360,90,477
8361,29,168
8362,116,485
8363,364,121
8364,380,418
8365,115,156
8366,357,131
8367,409,442
8368,318,92
8369,262,177
8370,462,78
8371,286,322
8372,467,226
8373,358,478
8374,224,204
8375,76,486
8376,247,444
8377,488,366
8378,380,474
8379,474,269
8380,107,94
8381,200,201
8382,217,23
8383,408,80
8384,73,200
8385,295,179
8386,487,357
8387,341,80
8388,207,89
8389,408,184
8390,128,105
8391,259,375
8392,348,495
8393,482,320
8394,487,260
8395,358,381
8396,475,152
8397,482,341
8398,222,140
8399,259,393
8400,47,174
8401,490,338
8402,217,57
8403,198,406
8404,497,353
8405,290,428
8406,20,362
8407,392,186
8408,433,149
8409,205,49
8410,24,136
8411,177,60
8412,468,346
8413,139,209
8414,110,212
8415,49,446
8416,182,87
8417,432,132
8418,308,394
8419,395,490
8420,342,296
8421,117,438
8422,354,330
8423,68,170
8424,81,67
8425,248,268
8426,136,493
8427,302,224
8428,129,327
8429,101,421
8430,20,30
8431,165,310
8432,123,255
8433,185,30
8434,297,92
8435,71,411
8436,346,38
8437,83,68
8438,188,371
8439,190,311
8440,321,427
8441,99,147
8442,384,328
8443,492,121
8444,294,209
8445,41,62
8446,268,421
8447,265,64
8448,351,334
8449,420,471
8450,287,217
8451,129,284
8452,143,290
8453,199,92
8454,255,422
8455,322,168
8456,435,77
8457,206,205
8458,279,58
8459,144,349
8460,419,292
8461,201,93
8462,331,181
8463,110,296
8464,255,291
8465,467,317
8466,215,466
8467,397,242
8468,287,435
8469,181,360
8470,70,392
8471,415,336
8472,488,102
8473,162,481
8474,429,229
8475,347,101
8476,23,197
8477,117,404
8478,140,246
8479,88,494
8480,127,118
8481,303,327
8482,298,115
8483,142,49
8484,173,461
8485,195,383
8486,359,247
8487,429,471
8488,201,473
8489,462,470
8490,176,202
8491,278,408
8492,132,56
8493,251,382
8494,105,465
8495,231,377
8496,92,462
8497,450,344
8498,498,30
8499,263,34
8500,432,262
8501,311,186
8502,487,493
8503,485,383
8504,171,139
8505,373,108
8506,155,426
8507,199,175
8508,176,145
8509,41,348
8510,84,248
8511,364,81
8512,83,68
8513,43,44
8514,207,215
8515,186,211
8516,392,388
8517,340,219
8518,244,410
8519,359,91
8520,403,313
8521,339,121
8522,364,361
8523,251,136
8524,175,167
8525,308,244
8526,449,459
8527,198,392
8528,108,400
8529,29,147
8530,311,337
8531,290,237
8532,486,162
8533,293,89
8534,475,58
8535,461,63
8536,228,133
8537,26,49
8538,277,471
8539,72,75
8540,299,350
8541,149,157
8542,173,64
8543,66,397
8544,122,341
8545,194,448
8546,193,115
8547,474,451
8548,219,132
8549,274,211
8550,381,34
8551,237,419
8552,340,329
8553,409,445
8554,244,344
8555,467,130
8556,425,267
8557,116,24
8558,373,263
8559,161,478
8560,201,467
8561,375,227
8562,477,288
8563,405,374
8564,110,448
8565,498,344
8566,386,191
8567,460,318
8568,447,222
8569,63,355
8570,114,403
8571,127,165
8572,439,430
8573,360,194
8574,78,492
8575,422,303
8576,301,289
8577,297,308
8578,228,77
8579,240,217
8580,157,206
8581,277,89
8582,244,434
8583,54,153
8584,486,330
8585,311,400
8586,116,232
8587,171,341
8588,52,173
8589,250,228
8590,334,475
8591,361,247
8592,339,265
8593,230,265
8594,378,30
8595,138,333
8596,359,410
8597,494,121
8598,300,480
8599,181,91
8600,339,227
8601,234,188
8602,403,474
8603,382,237
8604,325,222
8605,178,472
8606,41,393
8607,23,221
8608,332,144
8609,281,172
8610,159,413
8611,254,308
8612,161,214
8613,222,88
8614,394,253
8615,451,449
8616,221,84
8617,68,365
8618,449,402
8619,359,130
8620,378,116
8621,499,416
8622,145,367
8623,396,473
8624,367,153
8625,490,380
8626,255,162
8627,478,329
8628,436,142
8629,220,133
8630,482,204
8631,477,340
8632,55,356
8633,229,426
8634,472,20
8635,79,346
8636,127,319
8637,261,326
8638,34,462
8639,156,287
8640,168,439
8641,57,71
8642,390,39
8643,174,258
8644,63,29
8645,81,46
8646,344,341
8647,274,90
8648,486,328
8649,70,228
8650,311,227
8651,75,364
8652,150,138
8653,284,129
8654,362,500
8655,36,98
8656,405,477
8657,253,90
8658,273,106
8659,80,30
8660,336,98
8661,325,112
8662,37,145
8663,244,467
8664,462,108
8665,443,126
8666,327,315
8667,54,322
8668,353,333
8669,253,130
8670,489,375
8671,155,56
8672,229,92
8673,202,224
8674,277,430
8675,344,159
8676,112,121
8677,85,71
8678,405,88
8679,483,398
8680,314,39
8681,219,491
8682,241,256
8683,40,348
8684,87,92
8685,166,430
8686,423,183
8687,169,88
8688,413,446
8689,208,284
8690,176,443
8691,252,201
8692,243,273
8693,209,257
8694,490,184
8695,152,159
8696,444,179
8697,462,336
8698,469,319
8699,414,371
8700,446,146
8701,116,247
8702,261,387
8703,82,255
8704,300,392
8705,348,430
8706,20,82
8707,343,209
8708,187,77
8709,31,362
8710,277,142
8711,499,160
8712,208,94
8713,159,121
8714,441,194
8715,159,162
8716,315,240
8717,106,268
8718,283,330
8719,496,199
8720,359,485
8721,363,23
8722,35,76
8723,440,147
8724,48,475
8725,45,390
8726,355,397
8727,253,396
8728,111,160
8729,76,319
8730,377,248
8731,263,341
8732,369,339
8733,125,97
8734,479,168
8735,170,331
8736,479,439
8737,102,46
8738,257,153
8739,68,374
8740,98,142
8741,160,187
8742,167,424
8743,439,302
8744,350,297
8745,105,294
8746,43,368
8747,21,237
8748,340,50
8749,247,175
8750,236,187
8751,230,187
8752,497,388
8753,305,196
8754,144,251
8755,85,82
8756,429,230
8757,25,204
8758,399,331
8759,114,239
8760,265,205
8761,403,162
8762,487,453
8763,432,85
8764,393,321
8765,35,238
8766,347,163
8767,382,444
8768,316,409
8769,89,30
8770,341,126
8771,445,175
8772,490,458
8773,220,354
8774,104,203
8775,98,498
8776,379,396
8777,348,84
8778,349,421
8779,488,84
8780,95,479
8781,375,320
8782,378,443
8783,360,181
8784,332,475
8785,61,78
8786,82,39
8787,125,252
8788,205,260
8789,218,104
8790,373,340
8791,21,482
8792,72,412
8793,332,127
8794,439,419
8795,78,413
8796,47,432
8797,281,229
8798,274,182
8799,87,211
8800,484,120
8801,220,273
8802,112,325
8803,418,32
8804,490,434
8805,108,24
8806,337,198
8807,471,233
8808,239,237
8809,401,449
8810,490,61
8811,114,38
8812,154,124
8813,464,115
8814,201,189
8815,269,208
8816,106,458
8817,111,267
8818,296,114
8819,278,175
8820,61,219
8821,55,247
8822,191,144
8823,396,200
8824,140,330
8825,297,128
8826,328,288
8827,134,324
8828,70,321
8829,423,471
8830,316,38
8831,266,463
8832,235,132
8833,498,435
8834,331,224
8835,317,330
8836,297,160
8837,139,382
8838,407,484
8839,87,468
8840,199,55
8841,189,159
8842,427,397
8843,341,225
8844,134,152
8845,378,353
8846,210,271
8847,234,327
8848,480,363
8849,85,441
8850,440,399
8851,306,417
8852,143,411
8853,349,186
8854,264,402
8855,362,159
8856,431,500
8857,404,291
8858,157,100
8859,151,124
8860,152,326
8861,102,312
8862,188,308
8863,66,310
8864,269,74
8865,487,408
8866,360,239
8867,39,118
8868,34,491
8869,475,250
8870,266,438
8871,134,131
8872,21,395
8873,399,24
8874,217,118
8875,230,138
8876,108,207
8877,172,178
8878,316,493
8879,203,396
8880,417,118
8881,466,133
8882,236,240
8883,425,145
8884,177,253
8885,143,73
8886,34,66
8887,274,88
8888,212,277
8889,111,188
8890,366,113
8891,62,342
8892,168,89
8893,131,124
8894,343,321
8895,204,90
8896,433,464
8897,357,428
8898,288,279
8899,253,266
8900,170,376
8901,201,480
8902,76,246
8903,79,425
8904,178,230
8905,57,23
8906,368,443
8907,456,259
8908,210,215
8909,34,419
8910,260,319
8911,141,444
8912,465,231
8913,78,98
8914,460,136
8915,403,98
8916,188,229
8917,404,60
8918,480,122
8919,49,406
8920,52,99
8921,446,122
8922,84,287
8923,148,280
8924,84,180
8925,333,134
8926,304,119
8927,245,126
8928,429,313
8929,117,338
8930,288,337
8931,351,477
8932,136,68
8933,359,284
8934,120,132
8935,143,120
8936,304,495
8937,489,406
8938,383,89
8939,209,422
8940,366,381
8941,351,318
8942,157,170
8943,485,200
8944,405,178
8945,435,436
8946,193,231
8947,212,393
8948,378,114
8949,151,303
8950,478,227
8951,499,213
8952,96,25
8953,84,113
8954,302,360
8955,163,52
8956,471,470
8957,380,337
8958,467,134
8959,322,65
8960,153,152
8961,415,417
8962,102,239
8963,359,278
8964,426,131
8965,374,431
8966,359,178
8967,45,102
8968,169,40
8969,256,25
8970,320,469
8971,460,239
8972,143,346
8973,445,147
8974,205,438
8975,321,182
8976,368,283
8977,105,280
8978,456,364
8979,326,365
8980,165,203
8981,397,121
8982,31,275
8983,451,220
8984,375,322
8985,203,465
8986,440,53
8987,500,340
8988,242,70
8989,282,45
8990,187,21
8991,94,279
8992,165,356
8993,91,407
8994,77,480
8995,99,125
8996,490,89
8997,372,295
8998,109,273
8999,280,344
9000,295,364
9001,311,83
9002,56,413
9003,141,107
9004,157,392
9005,320,101
9006,29,138
9007,495,28
9008,162,344
9009,263,489
9010,256,240
9011,212,456
9012,222,262
9013,29,164
9014,242,168
9015,251,21
9016,282,245
9017,326,36
9018,321,352
9019,111,343
9020,295,279
9021,25,446
9022,307,497
9023,233,486
9024,346,78
9025,100,102
9026,412,289
9027,382,227
9028,122,77
9029,250,327
9030,241,180
9031,142,372
9032,286,368
9033,139,299
9034,124,168
9035,140,429
9036,240,351
9037,126,266
9038,70,496
9039,100,307
9040,160,315
9041,251,208
9042,459,204
9043,310,378
9044,315,35
9045,472,368
9046,44,176
9047,82,298
9048,84,307
9049,49,404
9050,343,103
9051,322,176
9052,51,426
9053,295,66
9054,40,492
9055,173,423
9056,123,148
9057,345,54
9058,31,147
9059,477,451
9060,473,206
9061,311,314
9062,208,203
9063,199,320
9064,162,368
9065,271,493
9066,259,207
9067,196,462
9068,130,90
9069,216,232
9070,206,470
9071,305,123
9072,375,134
9073,492,282
9074,84,207
9075,281,278
9076,141,353
9077,373,444
9078,264,471
9079,340,335
9080,160,336
9081,411,55
9082,326,423
9083,103,25
9084,369,104
9085,439,455
9086,219,191
9087,319,158
9088,260,322
9089,474,480
9090,396,91
9091,30,345
9092,386,54
9093,89,159
9094,491,47
9095,75,195
9096,377,452
9097,104,358
9098,470,174
9099,249,178
9100,280,110
9101,372,270
9102,425,99
9103,130,134
9104,147,158
9105,212,56
9106,409,342
9107,269,103
9108,290,42
9109,497,477
9110,112,282
9111,201,463
9112,350,61
9113,98,226
9114,408,89
9115,129,383
9116,327,60
9117,388,447
9118,419,349
9119,42,39
9120,428,496
9121,322,287
9122,294,70
9123,146,246
9124,62,192
9125,193,309
9126,347,214
9127,212,214
9128,23,408
9129,176,324
9130,313,346
9131,463,316
9132,386,341
9133,105,218
9134,161,112
9135,27,394
9136,350,276
9137,112,70
9138,67,51
9139,349,47
9140,437,153
9141,97,208
9142,44,74
9143,154,300
9144,387,299
9145,413,302
9146,131,192
9147,210,478
9148,379,338
9149,300,159
9150,46,284
9151,122,281
9152,280,120
9153,466,66
9154,372,414
9155,250,103
9156,36,478
9157,409,372
9158,491,139
9159,368,302
9160,458,242
9161,227,129
9162,203,333
9163,411,157
9164,436,21
9165,40,421
9166,174,226
9167,301,246
9168,433,104
9169,333,61
9170,354,340
9171,108,150
9172,68,149
9173,132,359
9174,412,466
9175,327,466
9176,458,411
9177,282,50
9178,60,247
9179,227,196
9180,340,453
9181,324,302
9182,24,315
9183,23,198
9184,152,135
9185,498,395
9186,85,25
9187,371,343
9188,272,376
9189,336,263
9190,128,304
9191,172,197
9192,383,351
9193,269,402
9194,443,297
9195,300,220
9196,437,100
9197,58,373
9198,205,442
9199,128,253
9200,381,260
9201,480,453
9202,80,346
9203,257,28
9204,273,455
9205,353,234
9206,242,314
9207,379,107
9208,431,212
9209,20,62
9210,142,200
9211,212,192
9212,374,172
9213,476,171
9214,280,479
9215,98,432
9216,442,222
9217,310,263
9218,69,453
9219,173,453
9220,347,378
9221,139,23
9222,353,137
9223,277,144
9224,189,356
9225,335,33
9226,374,378
9227,398,275
9228,266,470
9229,436,379
9230,123,59
9231,58,406
9232,403,391
9233,239,121
9234,161,273
9235,44,158
9236,389,324
9237,357,238
9238,456,208
9239,470,297
9240,170,75
9241,424,386
9242,130,148
9243,73,206
9244,181,416
9245,168,83
9246,225,324
9247,67,25
9248,159,496
9249,45,426
9250,294,475
9251,35,87
9252,224,159
9253,463,247
9254,463,366
9255,263,280
9256,166,472
9257,344,400
9258,46,231
9259,94,358
9260,117,209
9261,229,443
9262,238,177
9263,310,374
9264,254,215
9265,112,43
9266,153,117
9267,73,401
9268,32,149
9269,281,205
9270,477,309
9271,430,348
9272,452,189
9273,50,246
9274,105,180
9275,399,377
9276,231,432
9277,249,82
9278,329,270
9279,496,327
9280,384,443
9281,180,146
9282,266,419
9283,320,294
9284,197,236
9285,58,217
9286,153,198
9287,31,128
9288,274,108
9289,87,95
9290,96,128
9291,449,469
9292,111,341
9293,98,241
9294,281,62
9295,155,354
9296,117,188
9297,357,346
9298,195,445
9299,437,84
9300,307,50
9301,173,238
9302,254,237
9303,490,22
9304,154,426
9305,315,283
9306,170,337
9307,24,275
9308,228,377
9309,364,218
9310,442,200
9311,74,384
9312,174,371
9313,277,303
9314,313,351
9315,291,54
9316,465,369
9317,265,494
9318,400,391
9319,355,145
9320,39,439
9321,299,353
9322,290,261
9323,133,382
9324,22,471
9325,445,171
9326,431,375
9327,297,121
9328,168,382
9329,40,349
9330,191,397
9331,409,131
9332,312,23
9333,445,228
9334,475,41
9335,209,403
9336,296,326
9337,127,106
9338,263,216
9339,437,464
9340,98,173
9341,278,454
9342,160,100
9343,224,133
9344,266,102
9345,264,381
9346,100,302
9347,28,155
9348,350,496
9349,472,333
9350,128,193
9351,184,494
9352,487,356
9353,483,499
9354,117,159
9355,140,64
9356,89,343
9357,160,132
9358,62,255
9359,90,119
9360,262,436
9361,62,176
9362,71,142
9363,183,25
9364,28,207
9365,45,464
9366,20,321
9367,410,98
9368,22,158
9369,269,295
9370,86,126
9371,217,328
9372,144,410
9373,363,220
9374,272,333
9375,209,347
9376,179,191
9377,393,376
9378,155,143
9379,63,445
9380,40,335
9381,438,33
9382,211,176
9383,322,428
9384,436,239
9385,215,253
9386,464,156
9387,444,209
9388,20,83
9389,284,327
9390,451,305
9391,159,268
9392,209,110
9393,46,82
9394,170,93
9395,328,170
9396,435,315
9397,31,426
9398,268,73
9399,421,200
9400,409,186
9401,192,192
9402,115,456
9403,169,351
9404,346,478
9405,272,492
9406,487,113
9407,59,307
9408,242,374
9409,357,421
9410,148,57
9411,173,106
9412,45,79
9413,320,32
9414,387,376
9415,488,187
9416,111,80
9417,100,223
9418,122,83
9419,146,489
9420,47,74
9421,106,283
9422,400,406
9423,340,338
9424,188,442
9425,161,379
9426,291,230
9427,398,62
9428,385,139
9429,58,114
9430,378,421
9431,251,246
9432,205,49
9433,235,145
9434,335,188
9435,402,191
9436,275,190
9437,147,210
9438,158,429
9439,251,391
9440,371,63
9441,444,57
9442,171,166
9443,215,437
9444,294,242
9445,349,132
9446,135,483
9447,353,142
9448,78,125
9449,429,125
9450,99,498
9451,143,333
9452,169,478
9453,111,381
9454,145,47
9455,140,434
9456,303,214
9457,177,42
9458,326,34
9459,69,407
9460,329,186
9461,279,51
9462,394,297
9463,482,54
9464,354,187
9465,102,22
9466,45,348
9467,413,232
9468,81,84
9469,21,44
9470,91,351
9471,67,465
9472,417,404
9473,419,500
9474,220,286
9475,119,74
9476,315,184
9477,138,282
9478,150,144
9479,208,54
9480,297,196
9481,453,479
9482,374,178
9483,147,303
9484,482,385
9485,239,145
9486,101,231
9487,276,169
9488,267,234
9489,82,239
9490,36,465
9491,399,90
9492,390,497
9493,468,439
9494,141,411
9495,350,248
9496,464,27
9497,357,249
9498,199,356
9499,257,385
9500,160,393
9501,300,22
9502,148,192
9503,395,312
9504,150,203
9505,439,301
9506,277,276
9507,491,425
9508,495,127
9509,39,41
9510,101,353
9511,312,368
9512,252,95
9513,166,104
9514,120,471
9515,154,224
9516,189,468
9517,189,21
9518,210,202
9519,497,353
9520,170,43
9521,341,300
9522,395,278
9523,396,462
9524,482,81
9525,238,447
9526,159,134
